4314.36,3983.59,4261.03,4105.64,4331.28,4615.38,4096.92,4629.74,4209.74,4220.51,4172.31,4297.44,4614.87,4374.36,1
4312.82,3983.08,4263.08,4105.64,4327.69,4616.41,4095.9,4624.62,4204.62,4212.82,4167.69,4296.41,4612.31,4371.28,1
4316.92,3978.46,4264.1,4103.08,4329.74,4616.41,4097.95,4626.15,4210.77,4212.82,4166.67,4293.33,4608.72,4371.28,1
4320,3980.51,4256.41,4101.03,4330.26,4623.08,4101.54,4632.31,4216.92,4221.54,4170.77,4291.28,4609.74,4372.82,1
4315.38,3984.62,4246.15,4095.9,4330.77,4630.77,4106.67,4638.46,4219.49,4227.69,4172.82,4289.23,4616.41,4373.85,1
4316.92,3981.03,4248.21,4093.85,4334.87,4626.15,4107.69,4640,4223.08,4227.18,4173.33,4289.74,4619.49,4377.44,1
4324.1,3979.49,4257.44,4096.92,4329.74,4615.38,4097.44,4631.79,4218.97,4225.64,4173.85,4291.79,4616.41,4377.44,1
4321.03,3978.46,4254.87,4091.79,4320,4608.21,4086.67,4622.05,4212.31,4221.03,4166.15,4287.69,4610.26,4370.26,1
4309.74,3975.9,4249.23,4087.18,4324.62,4608.21,4086.67,4621.03,4211.28,4221.03,4160.51,4283.08,4605.13,4364.62,1
4306.67,3981.54,4242.05,4090.77,4334.36,4613.85,4092.31,4625.13,4213.33,4225.64,4164.1,4282.56,4606.67,4364.1,1
4305.13,3983.08,4235.9,4088.21,4331.28,4616.92,4091.28,4628.21,4213.85,4225.64,4167.18,4283.08,4611.28,4366.67,1
4301.54,3972.31,4241.54,4083.08,4328.72,4616.92,4090.26,4630.77,4211.28,4223.59,4170.77,4285.64,4611.79,4369.23,1
4307.69,3969.23,4248.72,4088.72,4332.82,4619.49,4094.36,4632.31,4210.77,4223.59,4174.87,4292.31,4608.72,4370.26,1
4315.9,3977.95,4254.36,4092.31,4330.77,4620,4093.85,4629.23,4210.77,4223.59,4173.85,4297.95,4609.74,4376.41,1
4280.51,3967.69,4242.56,4101.03,4331.79,4608.21,4050.77,4598.46,4193.85,4229.74,4196.92,4258.46,4598.97,4346.15,0
4287.69,3975.38,4244.1,4108.21,4335.38,4609.74,4052.31,4600.51,4196.92,4232.31,4200,4257.95,4601.54,4339.49,0
4287.18,3978.46,4237.44,4107.18,4335.38,4612.82,4053.85,4599.49,4191.79,4231.28,4198.46,4260,4597.95,4341.54,0
4282.05,3974.36,4236.41,4100.51,4331.79,4614.36,4054.87,4596.41,4190.26,4220,4190.26,4260.51,4589.23,4344.62,0
4285.64,3969.74,4246.67,4100.51,4333.33,4614.36,4058.46,4602.05,4197.44,4221.03,4193.33,4267.18,4591.28,4345.13,0
4290.26,3972.31,4251.28,4104.1,4335.38,4614.87,4057.95,4605.64,4195.38,4228.72,4198.46,4268.21,4596.41,4344.62,0
4286.67,3974.87,4246.15,4101.54,4332.31,4616.41,4052.82,4595.9,4182.05,4220.51,4191.79,4258.46,4593.33,4341.54,0
4283.59,3972.82,4242.56,4099.49,4331.79,4615.9,4050.77,4592.31,4180.51,4216.92,4192.31,4255.38,4592.31,4341.03,0
4283.59,3970.77,4243.08,4104.62,4332.82,4615.9,4052.31,4598.46,4193.85,4224.62,4198.46,4257.44,4595.38,4341.54,0
4281.54,3972.31,4241.54,4105.64,4330.77,4618.97,4052.82,4598.97,4195.9,4226.67,4197.44,4253.85,4592.82,4341.03,0
4281.03,3975.9,4245.13,4105.64,4337.44,4622.05,4055.9,4600.51,4201.54,4229.23,4197.95,4257.95,4594.87,4346.67,0
4286.67,3977.95,4251.28,4109.23,4344.1,4622.56,4062.56,4608.21,4208.21,4236.92,4206.15,4266.67,4602.05,4353.85,0
4288.21,3980.51,4249.23,4106.67,4338.97,4623.08,4065.13,4606.67,4199.49,4237.44,4206.67,4263.59,4603.08,4351.28,0
4285.13,3985.64,4243.08,4104.62,4336.92,4621.54,4063.59,4601.03,4199.49,4237.44,4205.64,4263.08,4605.13,4350.26,0
4291.28,3992.82,4251.79,4110.77,4344.1,4619.49,4063.08,4604.1,4206.67,4243.59,4213.85,4275.38,4614.36,4361.03,0
4300.51,3990.26,4266.15,4111.79,4345.13,4617.95,4062.56,4608.21,4203.59,4243.08,4215.9,4282.05,4614.87,4368.21,0
4301.54,3980,4260.51,4104.62,4340,4618.97,4060,4605.64,4195.9,4233.85,4208.21,4274.36,4608.72,4363.59,0
4295.38,3981.03,4249.23,4098.97,4340,4622.05,4057.95,4599.49,4194.87,4227.18,4207.18,4268.72,4608.72,4358.97,0
4287.69,3983.59,4244.62,4098.46,4340,4621.03,4055.38,4596.41,4193.85,4228.72,4208.21,4265.64,4608.72,4353.85,0
4284.62,3980.51,4239.49,4100.51,4339.49,4617.44,4056.41,4603.59,4198.46,4233.85,4204.1,4258.46,4602.56,4341.54,0
4285.64,3982.05,4240,4103.08,4343.59,4622.56,4063.59,4612.31,4206.15,4237.44,4203.08,4257.44,4598.97,4334.87,0
4285.64,3990.26,4247.69,4102.05,4346.15,4630.26,4066.67,4612.31,4206.67,4242.56,4208.21,4264.1,4602.05,4343.08,0
4288.72,3990.26,4249.74,4100.51,4346.15,4624.1,4064.1,4613.33,4213.85,4254.36,4213.85,4270.77,4611.28,4356.41,0
4296.92,3987.18,4249.23,4103.08,4345.13,4615.38,4062.56,4616.41,4216.92,4255.9,4216.92,4275.38,4617.95,4364.62,0
4297.95,3991.79,4250.77,4107.69,4342.56,4621.03,4061.54,4609.74,4206.15,4242.56,4216.92,4272.31,4615.9,4362.56,0
4295.38,3995.9,4250.77,4108.72,4343.08,4624.1,4058.46,4599.49,4191.79,4237.44,4212.31,4262.56,4610.26,4355.38,0
4294.87,3994.36,4251.28,4106.67,4347.69,4620,4055.38,4593.33,4184.1,4237.95,4207.18,4263.59,4607.69,4353.85,0
4291.79,3988.21,4249.74,4102.56,4343.59,4621.54,4057.44,4596.92,4195.38,4234.36,4204.62,4267.18,4608.21,4354.36,0
4292.82,3986.67,4252.82,4103.59,4338.46,4626.67,4063.08,4609.74,4212.31,4236.41,4206.67,4267.69,4606.67,4355.9,0
4300,3990.26,4262.56,4108.21,4343.59,4624.1,4065.13,4614.36,4212.31,4247.69,4213.33,4272.82,4609.23,4363.08,0
4297.95,3989.74,4264.62,4107.18,4347.69,4621.54,4065.64,4610.26,4206.67,4248.72,4213.85,4276.92,4612.82,4358.46,0
4293.85,3984.62,4255.38,4104.62,4342.05,4620,4069.74,4615.38,4212.82,4243.59,4210.26,4270.26,4607.18,4345.64,0
4293.33,3985.13,4248.72,4105.64,4336.92,4614.87,4069.23,4615.9,4204.62,4235.38,4204.1,4263.08,4597.95,4347.69,0
4290.77,3983.59,4247.69,4101.54,4335.38,4614.87,4067.69,4604.1,4188.21,4220.51,4196.41,4262.56,4592.82,4352.82,0
4291.28,3980,4245.13,4094.87,4337.44,4616.41,4069.23,4596.92,4187.18,4217.95,4194.87,4264.62,4594.36,4351.28,0
4296.41,3985.64,4247.69,4100.51,4341.03,4619.49,4067.18,4595.9,4188.21,4226.67,4203.08,4270.77,4601.54,4356.92,0
4297.95,3993.33,4256.92,4109.23,4343.59,4622.05,4062.56,4598.46,4191.79,4231.79,4214.36,4275.9,4613.33,4366.67,0
4300.51,3995.38,4264.62,4111.28,4349.23,4622.05,4060.51,4608.72,4207.18,4237.95,4221.03,4277.44,4620.51,4370.77,0
4305.13,3995.9,4266.67,4114.87,4355.38,4621.54,4058.46,4614.36,4206.67,4245.13,4223.08,4281.03,4620,4368.72,0
4303.08,3996.41,4258.97,4116.92,4352.82,4623.08,4054.36,4599.49,4187.69,4239.49,4217.44,4276.92,4614.36,4363.59,0
4294.36,3994.36,4248.72,4111.28,4346.67,4623.08,4058.97,4591.79,4187.18,4227.69,4208.21,4264.1,4606.67,4361.54,0
4290.26,3994.87,4246.15,4107.69,4344.62,4621.03,4064.62,4605.64,4203.59,4230.26,4204.62,4260,4604.62,4363.08,0
4293.33,3994.36,4251.28,4111.28,4344.1,4618.46,4061.54,4607.69,4200,4235.38,4207.69,4270.26,4607.18,4358.97,0
4294.87,3989.74,4257.44,4110.26,4340,4615.38,4059.49,4597.44,4186.15,4231.28,4208.72,4277.44,4604.62,4355.9,0
4294.36,3989.74,4262.05,4109.23,4335.9,4615.38,4059.49,4595.38,4189.23,4223.59,4204.62,4273.33,4598.97,4356.92,0
4298.97,3992.82,4265.13,4116.41,4338.46,4616.41,4054.36,4595.9,4190.26,4220,4202.05,4268.21,4598.97,4355.38,0
4300.51,3992.31,4259.49,4120.51,4344.62,4616.92,4050.26,4589.74,4183.59,4222.56,4203.08,4267.18,4603.08,4355.9,0
4289.23,3986.67,4250.77,4110.77,4345.13,4621.54,4053.85,4590.26,4187.18,4226.67,4204.1,4264.1,4604.62,4355.9,0
4282.05,3983.59,4248.21,4102.05,4338.46,4623.08,4056.92,4595.9,4194.87,4229.23,4202.56,4258.46,4601.54,4351.28,0
4286.67,3985.64,4247.69,4105.13,4336.41,4624.1,4059.49,4603.59,4203.08,4228.72,4201.03,4258.46,4596.92,4350.26,0
4294.87,3988.21,4251.79,4109.74,4337.95,4630.77,4066.15,4613.33,4214.36,4234.87,4202.56,4265.13,4597.44,4358.46,0
4306.67,3995.38,4262.05,4114.87,4338.97,4629.74,4065.13,4614.36,4215.9,4240.51,4208.72,4273.85,4607.69,4371.28,0
4323.08,4008.21,4269.23,4123.08,4342.56,4621.54,4056.92,4607.69,4205.64,4237.95,4215.38,4280,4617.95,4384.62,0
4336.92,4018.97,4272.82,4131.28,4342.56,4622.05,4051.79,4602.05,4199.49,4232.82,4216.92,4281.03,4622.56,4390.77,0
4345.64,4023.08,4275.9,4135.38,4337.44,4624.62,4052.31,4595.38,4193.85,4227.69,4211.28,4275.38,4621.54,4390.26,0
4356.41,4033.85,4275.9,4139.49,4337.44,4619.49,4053.33,4591.28,4184.62,4214.36,4206.15,4270.26,4616.92,4401.03,0
4369.74,4053.33,4277.95,4147.69,4344.1,4614.36,4052.31,4589.23,4180.51,4209.74,4209.23,4276.41,4617.44,4415.38,0
4377.95,4061.03,4283.59,4155.38,4344.62,4616.92,4049.74,4583.59,4180,4216.41,4212.82,4284.62,4622.56,4414.36,0
4376.41,4062.05,4279.49,4150.26,4339.49,4620.51,4049.74,4585.13,4182.56,4217.95,4210.26,4281.54,4620.51,4410.26,0
4378.97,4067.18,4275.9,4140,4340.51,4620,4049.74,4591.79,4182.05,4215.9,4207.18,4277.44,4614.36,4420.51,0
4390.77,4074.87,4281.54,4146.15,4342.05,4616.41,4047.69,4590.77,4178.46,4217.44,4208.72,4282.05,4614.36,4431.28,0
4391.28,4073.33,4282.05,4152.31,4336.41,4613.85,4047.69,4591.79,4182.05,4214.87,4212.31,4283.59,4617.95,4423.59,0
4379.49,4065.64,4278.46,4143.59,4331.28,4615.38,4047.69,4601.54,4188.72,4214.36,4217.44,4283.08,4621.54,4413.33,0
4376.92,4060,4282.56,4138.97,4331.79,4614.87,4049.23,4605.64,4192.31,4224.1,4223.59,4288.72,4630.26,4421.03,0
4380.51,4054.87,4285.13,4141.54,4332.82,4615.9,4054.87,4604.62,4193.33,4230.26,4224.1,4294.36,4635.38,4429.74,0
4377.95,4052.31,4281.03,4142.05,4334.36,4615.9,4054.87,4597.95,4188.72,4225.13,4222.05,4294.36,4631.79,4423.59,0
4370.77,4049.74,4280,4147.69,4338.46,4614.87,4048.72,4585.13,4176.41,4219.49,4216.92,4286.15,4627.18,4413.85,0
4365.64,4046.15,4280.51,4151.28,4339.49,4618.46,4045.13,4581.03,4173.33,4214.87,4209.23,4277.44,4623.59,4405.13,0
4363.08,4043.08,4279.49,4143.59,4340,4618.46,4043.59,4586.67,4182.05,4219.49,4206.15,4277.44,4618.46,4397.44,0
4363.59,4038.97,4285.13,4140.51,4342.56,4616.41,4044.1,4588.21,4183.59,4226.67,4211.28,4284.1,4617.44,4400,0
4361.03,4034.36,4292.82,4141.03,4342.05,4617.44,4046.67,4587.69,4183.08,4226.67,4215.9,4282.05,4619.49,4399.49,0
4356.92,4034.87,4291.28,4140,4339.49,4616.92,4047.69,4593.85,4189.23,4226.67,4216.92,4277.95,4618.46,4389.23,0
4355.9,4037.44,4287.69,4143.08,4340.51,4614.36,4048.72,4596.41,4188.21,4226.15,4216.41,4279.49,4618.97,4389.74,0
4348.72,4028.72,4283.08,4137.44,4340,4620,4053.33,4591.28,4176.41,4223.08,4212.82,4276.92,4616.41,4389.23,0
4336.92,4016.92,4270.26,4122.56,4334.87,4623.59,4055.38,4592.31,4177.95,4221.54,4209.23,4271.28,4609.23,4377.95,0
4331.28,4014.36,4264.1,4120,4332.82,4617.44,4051.28,4601.54,4194.87,4224.1,4210.26,4273.85,4607.69,4377.44,0
4325.64,4011.79,4263.08,4122.05,4334.36,4615.38,4053.85,4604.62,4193.85,4224.62,4207.69,4274.36,4602.56,4375.9,0
4317.44,4006.67,4252.82,4112.82,4332.31,4617.44,4057.95,4595.9,4174.36,4220.51,4201.03,4266.67,4592.31,4359.49,0
4315.38,4003.59,4250.26,4105.13,4331.79,4615.9,4053.33,4591.28,4171.79,4214.36,4196.92,4263.08,4590.77,4356.41,0
4315.38,4002.56,4257.44,4107.18,4336.41,4616.92,4054.87,4599.49,4189.74,4213.85,4198.46,4264.62,4595.38,4367.69,0
4316.41,4007.18,4255.9,4110.26,4339.49,4620.51,4062.05,4603.59,4194.36,4220.51,4203.59,4266.15,4598.97,4366.15,0
4319.49,4012.31,4254.36,4111.28,4335.9,4624.62,4060.51,4603.08,4180.51,4216.41,4204.62,4267.18,4600.51,4357.95,0
4320.51,4007.69,4260.51,4109.74,4331.28,4624.62,4059.49,4610.26,4183.59,4212.82,4204.1,4267.69,4600,4366.67,0
4322.56,4006.67,4263.08,4107.18,4333.85,4624.62,4065.64,4615.38,4196.92,4225.13,4208.72,4272.31,4606.67,4380.51,0
4325.64,4012.82,4260.51,4107.69,4335.9,4626.15,4064.62,4608.72,4192.31,4232.31,4212.82,4275.38,4612.31,4377.95,0
4322.56,4014.36,4257.95,4106.67,4335.38,4623.08,4059.49,4606.67,4193.33,4230.26,4208.72,4270.77,4607.69,4369.74,0
4320.51,4010.26,4255.38,4105.13,4337.95,4620,4062.56,4615.38,4207.69,4237.95,4204.62,4266.15,4605.13,4373.33,0
4321.54,4008.21,4252.82,4104.62,4338.46,4622.56,4066.15,4618.97,4209.74,4243.08,4209.23,4264.62,4607.69,4370.77,0
4313.85,4005.64,4248.72,4102.56,4332.31,4622.05,4066.67,4614.87,4199.49,4232.82,4205.13,4257.95,4601.54,4356.41,0
4307.69,4005.13,4250.26,4102.05,4332.82,4618.97,4067.18,4611.28,4192.31,4224.1,4195.38,4256.92,4593.33,4357.44,0
4313.85,4006.67,4256.41,4104.62,4336.92,4621.03,4064.1,4604.62,4187.18,4220.51,4198.46,4265.13,4593.33,4369.23,0
4312.31,4005.64,4252.31,4102.56,4332.31,4623.59,4062.56,4603.59,4191.79,4221.54,4203.08,4265.64,4594.36,4360,0
4303.59,3997.95,4246.67,4094.87,4326.67,4622.05,4065.13,4614.36,4200.51,4223.59,4198.46,4260,4592.82,4349.74,0
4305.13,3992.82,4249.23,4091.79,4327.18,4619.49,4060,4621.03,4200,4221.03,4201.54,4262.56,4594.36,4362.05,0
4312.82,3999.49,4253.33,4100.51,4330.26,4615.9,4053.33,4617.95,4204.62,4225.64,4211.79,4271.28,4600,4373.85,0
4313.85,4002.05,4258.97,4105.64,4331.28,4617.44,4057.95,4616.92,4208.21,4239.49,4212.31,4274.36,4605.64,4371.28,0
4306.67,3992.31,4261.03,4097.95,4327.69,4617.95,4061.03,4617.95,4197.44,4236.92,4208.21,4273.33,4603.59,4368.21,0
4305.64,3988.72,4260.51,4096.92,4325.13,4614.36,4056.41,4611.28,4192.31,4225.64,4209.23,4273.85,4602.05,4364.1,0
4311.79,3997.95,4264.1,4107.18,4330.77,4614.36,4054.87,4598.46,4192.82,4231.79,4212.82,4278.46,4606.15,4366.15,0
4313.33,4001.54,4266.67,4110.26,4334.36,4616.92,4054.87,4589.23,4178.97,4234.87,4213.85,4282.56,4607.18,4374.87,0
4308.72,3994.36,4265.13,4107.69,4331.28,4617.44,4055.38,4589.74,4168.21,4222.05,4208.72,4277.44,4597.95,4372.31,0
4307.69,3992.82,4263.08,4108.21,4332.82,4621.03,4058.46,4602.05,4182.56,4217.95,4203.59,4272.31,4590.26,4362.05,0
4306.15,3996.41,4261.03,4107.18,4338.46,4626.15,4060,4614.36,4200.51,4228.21,4208.21,4269.74,4598.46,4364.1,0
4301.54,3998.97,4257.95,4108.21,4338.46,4626.67,4060,4617.44,4203.59,4237.44,4217.44,4268.72,4609.23,4369.74,0
4300.51,3995.38,4257.44,4108.72,4332.82,4623.08,4060,4617.44,4207.69,4243.08,4216.92,4267.18,4606.67,4362.56,0
4298.97,3992.82,4262.05,4103.08,4328.72,4620.51,4057.44,4617.44,4215.9,4251.28,4215.9,4268.21,4604.62,4362.05,0
4297.95,3993.85,4263.08,4103.08,4328.21,4617.44,4050.77,4611.79,4210.77,4253.85,4219.49,4270.77,4612.31,4371.28,0
4296.41,3991.28,4252.82,4103.59,4327.18,4614.87,4051.28,4606.15,4198.46,4245.13,4215.9,4269.74,4613.85,4363.08,0
4291.79,3988.72,4247.18,4100.51,4329.74,4617.95,4055.38,4605.64,4193.85,4235.38,4207.18,4266.67,4605.64,4349.74,0
4291.28,3990.77,4255.9,4103.59,4333.85,4620,4052.31,4596.92,4185.13,4229.74,4202.56,4263.59,4600.51,4351.79,0
4293.33,3990.77,4258.46,4104.62,4333.33,4618.46,4050.26,4587.18,4177.44,4225.13,4202.56,4265.64,4598.46,4356.41,0
4292.82,3985.64,4248.21,4097.44,4332.82,4622.56,4054.36,4595.38,4184.1,4222.56,4204.1,4263.59,4597.95,4355.9,0
4290.26,3985.13,4245.64,4096.41,4336.41,4628.72,4056.92,4608.72,4197.44,4228.21,4205.13,4261.03,4599.49,4357.95,0
4289.23,3990.26,4248.21,4100,4335.38,4623.08,4056.41,4611.28,4201.54,4233.85,4204.1,4264.62,4596.41,4355.9,0
4289.74,3991.28,4250.77,4103.59,4331.28,4618.97,4061.54,4612.31,4199.49,4232.31,4205.13,4267.69,4591.79,4349.23,0
4291.28,3988.72,4254.87,4105.13,4333.85,4624.1,4066.15,4616.41,4198.97,4229.23,4205.64,4266.67,4592.31,4350.26,0
4285.13,3982.56,4252.82,4101.03,4332.82,4624.1,4060,4609.23,4194.36,4230.26,4203.08,4265.13,4591.79,4351.79,0
4283.08,3980.51,4250.26,4097.95,4325.64,4616.41,4051.79,4600.51,4188.72,4235.38,4205.13,4266.67,4593.33,4352.31,0
4294.87,3988.21,4258.46,4105.13,4327.18,4616.41,4051.28,4604.1,4194.36,4237.95,4209.23,4269.23,4599.49,4358.46,0
4302.05,3995.38,4266.15,4110.77,4337.44,4625.13,4057.95,4612.31,4204.62,4239.49,4210.26,4270.77,4601.03,4360.51,0
4291.79,3986.67,4262.05,4106.67,4337.95,4626.67,4064.1,4613.85,4202.56,4236.41,4204.1,4265.13,4596.92,4352.82,0
4283.59,3980,4253.85,4104.1,4333.85,4619.49,4061.03,4608.21,4188.21,4224.1,4197.44,4256.92,4590.26,4347.18,0
4287.69,3986.15,4249.74,4105.13,4334.36,4616.41,4053.33,4602.05,4183.59,4216.41,4195.9,4256.92,4584.1,4345.13,0
4286.67,3983.08,4247.69,4102.05,4332.82,4618.46,4053.85,4604.62,4191.79,4221.54,4194.36,4254.87,4581.03,4338.97,0
4279.49,3973.85,4250.26,4097.95,4331.28,4620,4057.44,4607.69,4190.77,4224.62,4190.77,4252.31,4582.05,4338.46,0
4284.62,3980.51,4260,4101.03,4337.95,4620.51,4054.87,4600.51,4183.08,4224.62,4194.36,4258.46,4588.21,4351.79,0
4298.97,3992.82,4268.72,4112.31,4344.1,4621.03,4053.33,4601.54,4194.87,4232.82,4205.13,4267.69,4601.03,4365.64,0
4302.05,3993.33,4264.62,4118.97,4341.03,4623.59,4056.41,4613.85,4211.28,4241.03,4210.77,4271.28,4605.64,4364.1,0
4297.95,3989.23,4260.51,4113.85,4337.44,4630.26,4060.51,4620,4206.67,4240.51,4208.72,4272.82,4601.03,4356.41,0
4294.87,3985.64,4263.59,4106.67,4336.92,4629.23,4060,4618.97,4200.51,4232.82,4205.13,4268.72,4597.95,4352.82,0
4291.79,3983.59,4263.08,4103.59,4335.9,4623.08,4057.95,4620.51,4209.23,4227.69,4204.62,4261.03,4595.9,4354.87,0
4295.38,3989.74,4262.05,4107.69,4340,4625.13,4059.49,4619.49,4207.18,4235.38,4208.72,4264.62,4597.44,4358.97,0
4296.92,3994.87,4262.56,4111.79,4344.62,4627.18,4060.51,4608.72,4186.15,4234.87,4207.69,4269.23,4600.51,4355.9,0
4292.31,3991.28,4262.56,4109.23,4342.56,4625.13,4055.38,4600,4177.95,4220.51,4202.56,4265.13,4597.44,4352.31,0
4292.82,3988.72,4262.56,4107.18,4340.51,4625.64,4047.69,4601.03,4190.77,4219.49,4206.15,4266.15,4596.41,4357.95,0
4296.92,3992.82,4262.56,4115.38,4344.62,4625.13,4047.69,4609.23,4202.05,4229.74,4212.31,4272.31,4600,4366.15,0
4296.92,3994.36,4262.56,4125.13,4345.13,4620.51,4051.79,4618.46,4205.64,4232.82,4212.82,4271.79,4605.64,4366.67,0
4295.9,3996.41,4262.56,4125.64,4344.62,4619.49,4055.9,4624.62,4207.69,4237.44,4212.31,4272.31,4610.26,4364.1,0
4295.38,3998.97,4262.56,4124.1,4346.67,4627.69,4057.95,4628.72,4211.79,4241.54,4213.33,4274.87,4606.67,4362.05,0
4291.28,3990.77,4263.08,4118.97,4346.15,4632.31,4056.41,4626.67,4210.77,4238.46,4211.28,4274.87,4600,4361.03,0
4290.77,3986.67,4263.08,4115.9,4348.21,4629.74,4054.87,4615.38,4193.85,4237.44,4211.28,4274.87,4609.74,4364.62,0
4297.44,3995.38,4261.03,4122.05,4353.33,4630.77,4055.9,4605.13,4187.18,4241.03,4217.95,4274.87,4624.1,4372.31,0
4300,3997.44,4263.59,4125.13,4349.74,4632.82,4056.41,4606.67,4196.92,4236.41,4214.87,4268.21,4614.87,4368.21,0
4289.74,3984.62,4263.59,4116.92,4340,4629.23,4052.31,4605.64,4191.28,4225.64,4201.54,4261.03,4595.38,4354.87,0
4281.03,3976.92,4253.33,4107.69,4338.46,4626.15,4047.18,4598.46,4179.49,4222.05,4197.44,4262.05,4592.31,4349.23,0
4286.15,3983.08,4252.82,4111.28,4343.59,4626.67,4044.1,4602.05,4190.77,4228.72,4202.05,4266.67,4599.49,4350.77,0
4289.23,3986.67,4262.56,4118.46,4344.1,4628.21,4044.1,4616.92,4206.67,4237.95,4204.1,4271.28,4602.05,4352.31,0
4285.64,3980.51,4267.18,4117.95,4340.51,4626.15,4046.15,4625.13,4206.15,4237.44,4206.67,4268.72,4603.08,4352.82,0
4285.13,3975.38,4261.54,4113.85,4335.9,4621.03,4045.13,4620,4196.41,4232.82,4207.69,4262.05,4602.56,4351.79,0
4283.59,3976.41,4251.28,4113.85,4333.85,4616.41,4039.49,4611.28,4187.69,4230.77,4202.56,4260,4596.92,4350.77,0
4279.49,3974.36,4252.31,4116.92,4334.36,4615.9,4036.41,4610.26,4192.31,4228.72,4202.56,4262.05,4594.87,4353.33,0
4278.46,3972.31,4260.51,4115.38,4335.38,4615.38,4038.97,4613.85,4197.95,4227.18,4205.64,4263.08,4598.46,4352.82,0
4278.97,3975.9,4254.87,4111.28,4337.95,4619.49,4041.03,4609.23,4190.26,4224.62,4203.08,4261.54,4600,4344.62,0
4277.44,3972.82,4244.62,4113.33,4339.49,4623.08,4042.05,4612.31,4190.77,4227.18,4204.1,4260,4600.51,4338.97,0
4277.95,3972.31,4250.26,4121.03,4341.03,4623.08,4049.23,4627.18,4205.13,4235.9,4211.79,4263.08,4606.15,4348.72,0
4286.67,3984.62,4261.54,4122.56,4343.08,4621.54,4055.38,4628.21,4207.69,4244.62,4216.41,4271.79,4612.82,4362.56,0
4293.85,3989.74,4262.56,4121.03,4343.08,4622.05,4052.31,4618.46,4201.03,4245.64,4214.36,4274.87,4613.85,4363.59,0
4287.69,3979.49,4265.64,4123.59,4339.49,4622.05,4047.18,4622.05,4202.05,4237.44,4211.79,4268.72,4608.21,4355.9,0
4281.03,3974.87,4261.03,4120,4332.82,4623.59,4047.69,4630.77,4205.13,4230.77,4209.23,4265.13,4603.59,4352.82,0
4284.1,3978.46,4252.82,4113.33,4331.79,4625.13,4051.79,4628.72,4204.62,4231.79,4206.67,4266.67,4604.1,4352.31,0
4288.21,3981.03,4256.41,4117.95,4338.46,4626.67,4051.28,4628.21,4204.62,4234.87,4208.72,4270.77,4606.15,4351.28,0
4283.08,3981.54,4260,4121.54,4342.05,4625.64,4046.15,4627.69,4204.1,4232.82,4208.21,4271.28,4602.56,4352.31,0
4273.85,3976.92,4249.23,4111.28,4336.92,4623.08,4042.05,4619.49,4197.95,4226.15,4201.54,4258.97,4594.36,4343.08,0
4268.21,3967.18,4241.03,4106.67,4333.85,4623.59,4044.1,4615.9,4190.77,4223.08,4194.36,4244.1,4588.21,4325.64,0
4268.21,3968.21,4245.64,4118.46,4335.9,4622.56,4041.54,4610.26,4189.23,4224.1,4192.82,4244.62,4587.69,4328.21,0
4272.31,3976.92,4248.21,4125.13,4334.87,4614.36,4036.41,4596.41,4185.13,4220,4192.82,4252.82,4589.74,4340.51,0
4272.31,3969.23,4246.15,4114.87,4329.23,4610.26,4040.51,4593.85,4178.46,4211.79,4193.85,4254.87,4589.23,4339.49,0
4273.85,3957.95,4247.69,4107.69,4329.23,4613.85,4047.69,4608.72,4187.18,4214.36,4200,4257.95,4591.79,4340.51,0
4280,3965.64,4253.33,4110.77,4333.33,4615.38,4051.79,4622.56,4204.62,4228.72,4207.18,4267.18,4600,4350.77,0
4282.05,3971.79,4257.44,4111.79,4332.82,4611.28,4048.21,4621.03,4201.03,4229.23,4207.18,4270.77,4600,4350.26,0
4281.54,3964.1,4252.82,4108.21,4329.74,4609.74,4043.08,4613.85,4193.33,4224.62,4203.59,4264.1,4594.87,4345.64,0
4277.95,3960,4248.21,4106.15,4331.28,4615.38,4046.15,4614.87,4195.9,4227.18,4204.62,4259.49,4593.33,4343.08,0
4272.31,3960.51,4246.15,4103.59,4332.31,4618.97,4052.31,4620.51,4194.36,4227.18,4204.1,4262.05,4591.79,4342.05,0
4274.87,3963.59,4246.67,4102.56,4333.85,4618.46,4053.33,4622.56,4194.36,4227.69,4204.62,4265.64,4593.33,4346.15,0
4283.59,3968.21,4247.69,4102.56,4338.46,4619.49,4051.79,4624.1,4195.9,4233.85,4208.21,4266.67,4596.41,4343.59,0
4281.54,3965.13,4244.62,4099.49,4340.51,4618.46,4052.82,4622.56,4192.31,4233.85,4207.69,4264.1,4595.9,4339.49,0
4275.9,3958.46,4242.05,4093.33,4339.49,4617.44,4048.72,4617.95,4194.36,4230.77,4206.15,4260.51,4593.85,4345.13,0
4280.51,3961.03,4249.23,4096.92,4338.97,4617.95,4043.59,4616.92,4196.92,4231.28,4206.15,4264.62,4592.31,4347.18,0
4282.05,3966.15,4251.79,4102.56,4340.51,4617.95,4042.56,4617.44,4188.72,4225.64,4207.69,4270.77,4588.72,4342.05,0
4277.95,3969.23,4246.67,4101.03,4342.56,4616.92,4047.18,4622.56,4195.9,4227.18,4208.72,4270.26,4593.85,4346.15,0
4283.59,3976.41,4247.18,4101.03,4346.15,4617.44,4052.31,4629.23,4210.26,4238.97,4212.31,4270.77,4603.59,4355.38,0
4290.77,3980,4249.74,4106.67,4345.13,4618.46,4047.69,4620,4196.41,4237.95,4211.79,4272.31,4602.56,4351.28,0
